patch_id,timestamp,temperature,rainfall,soil_moisture,vib_rms,porepressure,displacement,label_rockfall_within_month
1,2020-08-01,28.96,47.96,0.49,0.942,62.9,0.0,0
1,2020-09-01,27.43,61.74,0.527,1.005,65.3,0.0,0
1,2020-10-01,32.34,17.06,0.289,0.361,45.18,0.0,0
1,2020-11-01,33.86,27.05,0.411,0.501,55.97,0.0,0
1,2020-12-01,30.07,28.8,0.35,0.466,46.69,0.0,0
1,2021-01-01,31.07,21.22,0.222,0.57,36.29,0.0,0
1,2021-02-01,27.85,24.06,0.336,0.593,46.66,1.32,0
1,2021-03-01,25.47,27.25,0.392,0.275,56.79,1.66,0
1,2021-04-01,29.18,16.76,0.305,0.443,43.22,0.34,0
1,2021-05-01,31.41,21.37,0.294,0.828,39.82,2.01,0
1,2021-06-01,32.67,67.89,0.725,0.812,86.67,0.02,0
1,2021-07-01,25.14,57.24,0.493,0.592,57.48,1.49,0
1,2021-08-01,27.47,41.21,0.446,0.825,53.97,0.18,0
1,2021-09-01,34.91,63.01,0.6,0.553,77.19,1.8,0
1,2021-10-01,28.63,29.6,0.347,0.815,45.08,4.54,0
1,2021-11-01,31.48,34.17,0.455,0.394,52.55,0.0,0
1,2021-12-01,33.32,20.76,0.392,0.556,60.89,1.46,0
1,2022-01-01,34.28,29.38,0.324,0.795,43.98,0.17,0
1,2022-02-01,27.3,23.91,0.332,0.377,38.3,2.42,0
1,2022-03-01,27.5,6.79,0.2,0.039,32.91,0.0,0
1,2022-04-01,30.21,7.75,0.242,0.435,37.11,1.75,0
1,2022-05-01,31.65,16.79,0.324,0.397,39.8,1.22,0
1,2022-06-01,25.05,71.07,0.613,1.043,83.33,0.0,0
1,2022-07-01,31.58,60.57,0.614,0.899,69.41,0.0,0
1,2022-08-01,27.36,62.14,0.683,1.237,81.84,1.99,0
1,2022-09-01,31.12,53.43,0.502,0.631,55.07,0.0,0
1,2022-10-01,28.74,10.8,0.241,0.428,33.39,0.0,0
1,2022-11-01,31.55,20.99,0.433,0.618,60.06,0.0,0
1,2022-12-01,31.87,5.68,0.31,0.0,41.43,1.22,0
1,2023-01-01,33.91,20.29,0.322,0.643,45.23,0.0,0
1,2023-02-01,30.2,23.67,0.315,0.673,46.57,0.0,0
1,2023-03-01,32.99,21.83,0.318,0.568,48.46,3.43,0
1,2023-04-01,28.52,18.74,0.393,0.555,60.91,0.0,0
1,2023-05-01,25.81,29.82,0.428,0.431,43.59,0.0,0
1,2023-06-01,34.84,51.23,0.491,1.021,65.51,2.18,0
1,2023-07-01,25.19,63.88,0.569,1.23,65.23,0.0,0
1,2023-08-01,32.75,71.88,0.624,1.355,74.95,1.19,0
1,2023-09-01,30.92,69.19,0.577,1.195,71.99,0.0,0
1,2023-10-01,32.12,38.87,0.421,0.462,49.72,0.57,0
1,2023-11-01,28.53,36.81,0.461,0.431,60.34,3.88,0
1,2023-12-01,31.76,17.48,0.341,0.805,44.6,0.0,0
1,2024-01-01,30.08,11.24,0.215,0.496,34.35,0.0,0
1,2024-02-01,31.73,25.72,0.312,0.46,48.35,0.27,0
1,2024-03-01,31.94,6.89,0.221,0.619,37.95,0.0,0
1,2024-04-01,26.76,9.9,0.285,0.258,41.24,0.0,0
1,2024-05-01,26.9,24.44,0.292,0.718,42.49,1.17,0
1,2024-06-01,27.76,79.3,0.578,0.984,76.73,0.0,0
1,2024-07-01,29.27,46.32,0.476,0.735,49.33,0.02,0
1,2024-08-01,33.93,62.23,0.52,1.226,59.23,0.74,0
1,2024-09-01,31.12,41.15,0.408,0.773,58.65,0.92,0
1,2024-10-01,28.32,35.95,0.379,0.433,51.7,0.0,0
1,2024-11-01,26.48,10.85,0.29,0.428,39.26,0.0,0
1,2024-12-01,26.4,25.76,0.331,0.663,52.16,1.04,0
2,2020-01-01,32.7,25.53,0.339,0.856,46.64,0.0,0
2,2020-02-01,26.79,27.53,0.318,0.516,40.2,0.0,0
2,2020-03-01,25.11,7.29,0.201,0.501,27.42,0.93,0
2,2020-04-01,26.49,16.04,0.361,0.539,52.83,1.57,0
2,2020-05-01,28.39,21.38,0.291,0.188,53.21,1.66,0
2,2020-06-01,27.07,75.26,0.586,1.066,77.28,1.28,0
2,2020-07-01,29.23,65.42,0.565,0.991,74.39,2.81,0
2,2020-08-01,34.63,77.68,0.633,1.139,75.15,0.72,0
2,2020-09-01,34.36,54.19,0.579,1.163,75.09,2.11,0
2,2020-10-01,27.56,13.81,0.301,0.479,52.83,0.0,0
2,2020-11-01,27.01,31.24,0.455,0.359,64.45,3.23,0
2,2020-12-01,31.47,25.13,0.358,0.5,46.03,0.43,0
2,2021-01-01,26.5,9.95,0.271,0.498,56.8,0.0,0
2,2021-02-01,33.13,19.58,0.297,0.649,37.68,0.0,0
2,2021-03-01,31.41,19.64,0.279,0.226,45.64,0.44,0
2,2021-04-01,26.2,23.43,0.358,0.637,65.89,1.11,0
2,2021-05-01,31.28,9.05,0.277,0.609,40.28,0.75,0
2,2021-06-01,33.16,73.55,0.675,1.159,83.68,0.0,0
2,2021-07-01,25.35,73.42,0.718,1.168,88.11,0.0,0
2,2021-08-01,27.42,48.97,0.455,0.777,59.73,0.0,0
2,2021-09-01,34.99,61.14,0.599,0.948,83.3,0.0,0
2,2021-10-01,26.42,12.2,0.224,0.675,34.67,0.0,0
2,2021-11-01,26.12,38.48,0.385,0.644,59.37,0.92,0
2,2021-12-01,33.65,21.47,0.243,0.498,42.02,1.37,0
2,2022-01-01,25.85,16.11,0.297,0.845,44.96,0.0,0
2,2022-02-01,27.6,10.3,0.319,0.168,46.2,2.23,0
2,2022-03-01,32.99,14.7,0.263,0.374,50.14,0.93,0
2,2022-04-01,26.62,7.46,0.218,0.339,38.54,0.0,0
2,2022-05-01,32.0,29.13,0.296,0.505,51.15,0.0,0
2,2022-06-01,34.4,40.68,0.449,0.79,66.62,2.22,0
2,2022-07-01,28.93,56.08,0.528,0.859,70.47,0.0,0
2,2022-08-01,33.98,44.23,0.489,0.731,66.49,0.0,0
2,2022-09-01,34.62,64.73,0.683,1.142,84.12,1.5,0
2,2022-10-01,34.14,23.39,0.385,0.949,55.04,0.0,0
2,2022-11-01,27.61,47.34,0.424,0.877,63.02,0.76,0
2,2022-12-01,28.86,12.93,0.296,0.816,57.07,0.0,0
2,2023-01-01,32.34,10.92,0.318,0.323,49.78,0.0,0
2,2023-02-01,34.6,12.17,0.314,0.449,40.64,0.0,0
2,2023-03-01,30.36,22.74,0.384,0.666,50.39,0.0,0
2,2023-04-01,27.36,9.74,0.224,0.395,38.56,0.0,0
2,2023-05-01,29.39,10.33,0.311,0.342,39.09,1.99,0
2,2023-06-01,32.74,54.2,0.534,1.319,71.72,1.23,0
2,2023-07-01,34.04,53.07,0.542,1.169,78.46,0.0,0
2,2023-08-01,30.61,62.8,0.592,1.038,80.31,1.77,0
2,2023-09-01,25.55,47.38,0.571,1.022,85.89,0.38,0
2,2023-10-01,34.2,15.93,0.269,0.649,40.89,0.3,0
2,2023-11-01,33.78,27.11,0.382,0.478,49.83,0.76,0
2,2023-12-01,30.53,23.26,0.281,0.696,48.7,0.0,0
2,2024-01-01,32.22,18.94,0.258,0.353,41.65,0.94,0
2,2024-02-01,34.43,7.83,0.21,0.092,32.72,0.0,0
2,2024-03-01,34.98,10.06,0.214,0.326,43.88,0.0,0
2,2024-04-01,30.77,22.72,0.443,0.537,56.41,0.0,0
2,2024-05-01,34.48,11.92,0.262,0.399,34.5,0.0,0
2,2024-06-01,28.16,47.27,0.435,0.779,56.47,2.65,0
2,2024-07-01,34.17,56.39,0.43,0.963,63.63,2.35,0
2,2024-08-01,32.63,45.27,0.486,0.852,69.39,0.0,0
2,2024-09-01,29.21,40.81,0.444,0.521,57.28,0.09,0
2,2024-10-01,27.17,13.83,0.221,0.69,38.93,1.39,0
2,2024-11-01,33.01,48.84,0.455,0.553,65.94,0.0,0
2,2024-12-01,27.07,25.77,0.265,0.628,39.13,1.61,0
3,2020-01-01,27.85,23.7,0.357,0.538,56.95,0.0,0
3,2020-02-01,33.67,19.61,0.39,0.297,56.92,2.6,0
3,2020-03-01,33.96,28.46,0.348,0.595,65.32,2.97,0
3,2020-04-01,26.5,23.05,0.317,0.728,53.21,1.21,0
3,2020-05-01,32.27,19.22,0.276,0.495,47.75,3.35,0
3,2020-06-01,32.76,76.38,0.608,1.082,76.15,0.68,0
3,2020-07-01,26.76,60.3,0.488,0.781,77.44,0.0,0
3,2020-08-01,34.03,63.4,0.556,1.218,74.64,1.64,0
3,2020-09-01,25.78,58.38,0.568,0.857,66.98,0.07,0
3,2020-10-01,33.88,10.77,0.238,0.719,36.8,0.0,0
3,2020-11-01,25.29,11.3,0.315,0.111,50.01,0.0,0
3,2020-12-01,27.29,16.41,0.2,0.482,34.57,0.0,0
3,2021-01-01,32.54,21.29,0.331,0.739,36.84,0.0,0
3,2021-02-01,26.19,23.07,0.415,0.962,58.81,0.0,0
3,2021-03-01,32.47,22.65,0.367,0.5,52.63,0.0,0
3,2021-04-01,29.79,12.85,0.292,0.373,42.69,5.4,0
3,2021-05-01,29.12,23.87,0.375,0.765,46.94,0.0,0
3,2021-06-01,30.16,46.15,0.553,0.755,62.69,0.0,0
3,2021-07-01,26.46,45.99,0.423,1.012,60.16,0.0,0
3,2021-08-01,29.24,75.56,0.661,1.118,87.33,0.0,0
3,2021-09-01,27.18,51.69,0.472,1.001,55.59,0.0,0
3,2021-10-01,34.92,30.54,0.471,1.154,75.9,0.7,0
3,2021-11-01,32.16,31.45,0.353,0.71,53.09,0.0,0
3,2021-12-01,25.41,7.25,0.31,0.293,42.7,1.9,0
3,2022-01-01,26.33,26.64,0.366,0.3,56.23,0.0,0
3,2022-02-01,31.7,10.77,0.238,0.531,49.97,0.0,0
3,2022-03-01,28.99,27.01,0.349,0.431,46.93,0.44,0
3,2022-04-01,26.89,18.67,0.255,0.04,38.52,0.4,0
3,2022-05-01,31.09,8.82,0.229,0.074,38.65,0.0,0
3,2022-06-01,29.35,44.37,0.469,0.72,57.54,1.03,0
3,2022-07-01,30.18,76.3,0.663,0.945,84.02,0.0,0
3,2022-08-01,28.13,41.41,0.454,0.652,57.08,4.78,0
3,2022-09-01,34.38,57.79,0.542,1.124,66.87,0.11,0
3,2022-10-01,34.49,12.36,0.202,0.467,41.21,0.0,0
3,2022-11-01,33.27,46.78,0.494,0.456,63.3,0.0,0
3,2022-12-01,32.61,17.85,0.259,0.699,44.64,0.0,0
3,2023-01-01,25.33,6.71,0.321,0.319,50.71,1.39,0
3,2023-02-01,28.51,17.78,0.324,0.176,43.18,0.63,0
3,2023-03-01,27.67,22.76,0.319,0.658,53.8,0.53,0
3,2023-04-01,26.73,8.31,0.224,0.379,48.63,0.05,0
3,2023-05-01,33.53,10.53,0.236,0.752,33.1,0.0,0
3,2023-06-01,28.5,72.67,0.632,1.171,72.47,0.74,0
3,2023-07-01,26.36,40.56,0.434,0.513,58.38,0.03,0
3,2023-08-01,29.28,43.59,0.421,1.003,50.38,0.49,0
3,2023-09-01,27.34,56.3,0.539,1.113,71.04,0.12,0
3,2023-10-01,32.3,49.15,0.461,0.869,59.37,0.0,0
3,2023-11-01,33.5,40.9,0.469,0.756,63.14,0.61,0
3,2023-12-01,30.45,25.77,0.37,0.193,52.57,2.39,0
3,2024-01-01,28.67,16.05,0.246,0.515,44.15,3.07,0
3,2024-02-01,31.02,16.51,0.356,0.436,62.88,2.16,0
3,2024-03-01,27.3,22.61,0.385,0.807,47.86,0.0,0
3,2024-04-01,33.57,5.85,0.219,0.335,35.59,0.0,0
3,2024-05-01,32.82,22.66,0.245,0.291,38.15,0.0,0
3,2024-06-01,25.01,43.72,0.314,0.802,48.36,0.0,0
3,2024-07-01,34.28,58.64,0.538,0.936,69.54,1.2,0
3,2024-08-01,34.03,66.56,0.542,1.134,66.35,0.43,0
3,2024-09-01,27.09,65.46,0.555,1.167,67.59,0.0,0
3,2024-10-01,30.34,44.18,0.409,1.108,52.77,1.56,0
3,2024-11-01,31.18,17.43,0.231,0.59,40.76,1.31,0
3,2024-12-01,28.93,13.91,0.231,0.691,34.89,0.92,0
4,2020-01-01,33.61,10.64,0.29,0.441,38.0,1.67,0
4,2020-02-01,33.89,20.64,0.344,0.281,40.5,0.0,0
4,2020-03-01,30.2,8.87,0.265,0.577,38.08,0.0,0
4,2020-04-01,29.45,22.05,0.355,0.358,58.19,0.0,0
4,2020-05-01,29.67,15.72,0.29,0.558,47.89,0.39,0
4,2020-06-01,26.86,71.46,0.578,1.019,74.0,0.6,0
4,2020-07-01,33.6,51.49,0.455,0.935,54.71,0.13,0
4,2020-08-01,34.1,45.01,0.446,0.873,64.62,0.29,0
4,2020-09-01,26.35,76.18,0.618,0.952,63.76,2.42,0
4,2020-10-01,26.25,36.69,0.333,0.797,49.52,0.0,0
4,2020-11-01,31.48,45.22,0.512,0.735,65.2,1.69,0
4,2020-12-01,26.89,10.46,0.331,0.717,44.68,0.5,0
4,2021-01-01,34.22,24.17,0.344,0.677,35.87,0.0,0
4,2021-02-01,32.9,9.8,0.227,0.427,30.4,0.0,0
4,2021-03-01,27.21,17.81,0.343,0.38,45.9,0.0,0
4,2021-04-01,30.95,24.39,0.368,0.526,56.15,2.7,0
4,2021-05-01,31.9,5.18,0.284,0.466,53.58,0.0,0
4,2021-06-01,28.15,78.89,0.761,1.277,99.96,1.4,0
4,2021-07-01,31.68,60.83,0.54,0.943,70.52,0.0,0
4,2021-08-01,28.17,52.87,0.534,0.972,65.87,0.0,0
4,2021-09-01,34.83,71.59,0.638,1.101,75.6,0.0,0
4,2021-10-01,25.63,40.94,0.496,0.987,65.17,0.15,0
4,2021-11-01,31.91,22.82,0.39,0.442,59.97,1.52,0
4,2021-12-01,31.27,16.68,0.338,0.554,42.37,1.74,0
4,2022-01-01,25.58,8.3,0.2,0.286,46.44,0.83,0
4,2022-02-01,25.74,23.19,0.331,0.523,40.87,0.0,0
4,2022-03-01,27.79,22.48,0.256,0.498,38.91,0.0,0
4,2022-04-01,30.6,19.83,0.351,0.23,47.02,1.46,0
4,2022-05-01,32.07,11.89,0.228,0.148,24.41,0.9,0
4,2022-06-01,30.02,73.87,0.563,1.211,71.73,1.69,0
4,2022-07-01,33.6,72.65,0.698,1.216,86.17,0.96,0
4,2022-08-01,31.4,61.5,0.575,0.889,75.35,0.51,0
4,2022-09-01,29.07,46.71,0.492,0.786,59.88,0.04,0
4,2022-10-01,27.33,26.4,0.388,0.578,62.51,0.0,0
4,2022-11-01,27.99,27.79,0.353,0.385,51.59,1.97,0
4,2022-12-01,32.43,6.05,0.295,0.321,49.75,0.69,0
4,2023-01-01,35.0,6.11,0.276,0.721,47.05,1.84,0
4,2023-02-01,28.58,13.12,0.2,0.285,27.92,0.0,0
4,2023-03-01,27.57,16.1,0.354,0.586,49.02,4.77,0
4,2023-04-01,28.43,16.58,0.351,0.128,57.89,0.0,0
4,2023-05-01,25.49,26.06,0.371,0.492,55.85,0.0,0
4,2023-06-01,31.22,68.96,0.532,1.207,67.27,0.0,0
4,2023-07-01,27.1,61.36,0.505,0.926,70.69,0.0,0
4,2023-08-01,28.02,61.71,0.594,0.866,83.37,0.65,0
4,2023-09-01,27.65,67.34,0.543,1.292,74.42,0.0,0
4,2023-10-01,32.0,10.85,0.326,0.564,55.07,0.0,0
4,2023-11-01,32.54,12.75,0.273,0.17,36.24,0.05,0
4,2023-12-01,27.65,28.88,0.377,0.433,50.36,2.17,0
4,2024-01-01,26.46,7.35,0.219,0.457,36.44,1.72,0
4,2024-02-01,29.19,19.71,0.251,0.406,48.34,0.63,0
4,2024-03-01,34.81,18.56,0.359,0.154,42.84,3.09,0
4,2024-04-01,34.17,20.56,0.322,0.349,42.31,0.0,0
4,2024-05-01,27.15,6.12,0.2,0.31,36.25,1.35,0
4,2024-06-01,28.33,61.41,0.557,0.789,67.66,0.15,0
4,2024-07-01,26.19,46.64,0.427,1.136,57.61,0.0,0
4,2024-08-01,26.78,73.63,0.595,1.015,72.44,0.0,0
4,2024-09-01,29.88,59.58,0.589,1.065,68.49,0.0,0
4,2024-10-01,33.53,11.42,0.225,0.016,37.14,0.0,0
4,2024-11-01,30.64,29.78,0.385,0.587,50.32,0.0,0
4,2024-12-01,31.7,7.08,0.204,0.697,40.6,0.0,0
5,2020-01-01,32.79,21.17,0.358,0.206,46.49,0.0,0
5,2020-02-01,25.42,15.92,0.309,0.158,41.65,0.0,0
5,2020-03-01,32.05,25.32,0.363,0.555,51.3,0.0,0
5,2020-04-01,33.06,6.45,0.254,0.636,41.27,1.76,0
5,2020-05-01,26.03,5.57,0.2,0.424,31.83,2.75,0
5,2020-06-01,27.31,49.65,0.446,0.748,60.96,0.0,0
5,2020-07-01,29.26,51.67,0.44,1.008,50.88,2.11,0
5,2020-08-01,30.38,53.61,0.529,1.302,71.06,1.49,0
5,2020-09-01,34.15,41.89,0.405,0.632,60.57,0.0,0
5,2020-10-01,28.72,42.11,0.43,0.895,45.93,0.0,0
5,2020-11-01,28.54,24.12,0.356,0.576,52.2,0.04,0
5,2020-12-01,28.53,14.37,0.288,0.115,41.78,3.55,0
5,2021-01-01,26.12,27.19,0.332,0.719,43.81,0.0,0
5,2021-02-01,31.08,28.57,0.382,0.633,54.83,2.24,0
5,2021-03-01,28.4,24.23,0.39,0.819,50.53,0.0,0
5,2021-04-01,26.76,14.35,0.332,0.509,45.12,1.72,0
5,2021-05-01,33.29,20.43,0.263,0.782,32.84,2.19,0
5,2021-06-01,32.78,67.49,0.605,0.912,75.72,0.0,0
5,2021-07-01,31.27,69.32,0.635,1.037,79.46,0.0,0
5,2021-08-01,29.42,40.4,0.355,0.414,46.45,3.55,0
5,2021-09-01,29.02,75.61,0.666,1.153,80.73,0.49,0
5,2021-10-01,33.42,26.33,0.375,0.724,60.37,2.9,0
5,2021-11-01,25.99,29.32,0.368,0.654,44.03,0.0,0
5,2021-12-01,26.92,8.89,0.322,0.393,50.96,0.75,0
5,2022-01-01,27.55,14.09,0.296,0.449,48.35,0.0,0
5,2022-02-01,29.36,23.59,0.387,0.502,55.56,3.5,0
5,2022-03-01,26.14,5.25,0.311,0.399,52.96,0.0,0
5,2022-04-01,26.83,9.35,0.222,0.492,27.46,0.0,0
5,2022-05-01,32.99,5.66,0.2,0.174,32.67,0.0,0
5,2022-06-01,26.63,65.7,0.557,1.021,73.46,0.0,0
5,2022-07-01,31.07,54.88,0.567,0.891,74.42,1.68,0
5,2022-08-01,30.18,55.11,0.527,1.126,71.17,0.0,0
5,2022-09-01,34.87,52.67,0.528,1.058,65.09,0.89,0
5,2022-10-01,26.6,28.29,0.307,0.719,43.68,0.0,0
5,2022-11-01,33.82,34.21,0.388,0.802,60.06,2.61,0
5,2022-12-01,32.29,27.94,0.334,0.409,47.77,0.18,0
5,2023-01-01,34.76,16.71,0.327,0.206,43.01,2.22,0
5,2023-02-01,33.62,28.11,0.306,0.835,48.68,0.0,0
5,2023-03-01,27.16,20.29,0.22,0.55,37.59,0.24,0
5,2023-04-01,34.48,20.31,0.287,0.349,40.58,4.25,0
5,2023-05-01,29.72,20.12,0.369,0.339,54.65,0.0,0
5,2023-06-01,25.04,65.58,0.556,1.012,69.98,4.13,0
5,2023-07-01,34.2,71.19,0.578,1.281,76.08,1.7,0
5,2023-08-01,25.46,57.2,0.518,0.737,69.64,0.0,0
5,2023-09-01,30.5,40.09,0.508,0.593,63.87,0.0,0
5,2023-10-01,28.84,17.61,0.334,0.569,51.58,1.75,0
5,2023-11-01,25.69,20.37,0.301,0.555,43.89,1.85,0
5,2023-12-01,27.84,17.46,0.34,0.525,43.79,2.97,0
5,2024-01-01,31.84,25.51,0.322,0.369,48.07,0.63,0
5,2024-02-01,34.23,15.32,0.36,0.851,43.26,0.0,0
5,2024-03-01,25.68,23.09,0.248,0.748,40.89,0.0,0
5,2024-04-01,31.25,24.25,0.459,0.589,60.33,0.0,0
5,2024-05-01,27.16,15.94,0.266,0.359,36.18,1.64,0
5,2024-06-01,34.4,79.31,0.715,1.018,79.76,5.04,0
5,2024-07-01,33.25,64.43,0.57,0.784,78.25,0.23,0
5,2024-08-01,32.04,76.44,0.66,1.079,77.96,0.0,0
5,2024-09-01,29.62,70.42,0.567,0.657,65.97,0.91,0
5,2024-10-01,25.1,46.09,0.438,0.592,64.39,4.0,0
5,2024-11-01,31.05,11.54,0.2,0.563,28.91,0.0,0
5,2024-12-01,29.92,28.65,0.349,0.646,42.06,0.0,0
6,2020-01-01,29.98,18.46,0.324,0.68,43.64,0.0,0
6,2020-02-01,35.0,13.58,0.335,0.445,42.29,0.0,0
6,2020-03-01,27.92,9.11,0.285,0.288,33.97,1.19,0
6,2020-04-01,25.2,9.57,0.256,0.834,36.56,0.0,0
6,2020-05-01,31.97,22.23,0.344,0.686,43.29,0.0,0
6,2020-06-01,32.99,51.06,0.463,1.281,59.57,0.0,0
6,2020-07-01,27.08,73.78,0.543,0.962,71.42,0.56,0
6,2020-08-01,27.2,76.44,0.736,1.376,78.01,0.0,0
6,2020-09-01,28.48,47.98,0.532,0.595,61.41,0.0,0
6,2020-10-01,28.4,10.38,0.293,0.453,40.17,0.0,0
6,2020-11-01,28.24,24.6,0.3,0.682,47.18,0.0,0
6,2020-12-01,27.64,14.01,0.319,0.231,50.39,3.62,0
6,2021-01-01,26.64,17.78,0.264,0.882,38.52,0.0,0
6,2021-02-01,25.3,25.76,0.39,0.6,54.18,0.0,0
6,2021-03-01,31.57,13.94,0.232,0.27,31.35,0.0,0
6,2021-04-01,32.46,16.31,0.31,0.114,47.22,0.0,0
6,2021-05-01,28.98,15.48,0.281,0.886,35.36,4.2,0
6,2021-06-01,29.83,45.96,0.367,0.804,47.48,0.0,0
6,2021-07-01,34.08,60.39,0.569,0.849,62.53,0.0,0
6,2021-08-01,34.9,76.9,0.635,0.821,81.4,2.63,0
6,2021-09-01,25.18,40.71,0.409,0.97,56.71,0.0,0
6,2021-10-01,29.01,41.63,0.495,0.845,65.42,3.12,0
6,2021-11-01,34.39,30.33,0.408,0.701,56.01,0.0,0
6,2021-12-01,27.1,13.95,0.219,0.478,45.14,3.72,0
6,2022-01-01,32.96,24.51,0.389,0.388,51.84,0.0,0
6,2022-02-01,30.73,8.22,0.3,0.22,39.81,0.0,0
6,2022-03-01,25.84,24.64,0.33,0.362,42.51,0.12,0
6,2022-04-01,27.65,22.49,0.419,0.421,50.7,0.0,0
6,2022-05-01,31.6,8.75,0.36,0.402,53.08,0.0,0
6,2022-06-01,29.41,58.59,0.542,0.851,71.29,0.0,0
6,2022-07-01,33.7,63.72,0.588,1.201,76.43,0.42,0
6,2022-08-01,34.5,56.48,0.551,0.905,69.79,0.0,0
6,2022-09-01,29.61,53.93,0.581,0.797,67.46,2.29,0
6,2022-10-01,33.39,25.89,0.477,0.736,62.81,2.87,0
6,2022-11-01,28.93,26.89,0.422,0.776,49.57,0.96,0
6,2022-12-01,34.0,12.28,0.224,0.597,43.86,0.0,0
6,2023-01-01,31.74,8.16,0.279,0.216,43.79,0.0,0
